SurveyNumber	SubjectId	ChoiceSet	Route	Origin	OriginCityCode	OriginCityName	Destination	DestinationCityCode	DestinationCityName	DepartureDate	DepartureDay	DepartureTime	ReturnDate	ReturnDay	ReturnTime	Duration	FirstSearchDate	SearchDate	SearchDay	DaysFromDeparture	SideStepReturnCustomer	RouteGroup	OriginGMT	DestinationGMT	TimeZoneChanges	Direction	FlyingTime	LocalFlyingTime	Distance	BadOD	q01_OwnFlight	q02_TripPurpose	q03_WhoPays	q04_Reimbursed	q05_MostAttractive	q06_LeastAttractive	q07_CancelTrip	q08_OtherMode	q09_RoundTrips	q10_RoundTripsForOD	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	q17_Gender	q18_ZipCode	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	StopTime_1	StopTime_2	StopTime_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	FlyingTimeMins_1	FlyingTimeMins_2	FlyingTimeMins_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	TripTimeMins_1	TripTimeMins_2	TripTimeMins_3	Legroom_1	Legroom_2	Legroom_3	OneWayFare_1	OneWayFare_2	OneWayFare_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	WorstAlternative_1	WorstAlternative_2	WorstAlternative_3	TripPurpose	WhoIsPaying	Reimbursed
84359	2514	121	10	22	22	17	12	12	10	16463	3	11	16466	6	11	4	16382	16382	6	81	0	1	420	360	-1	2	111	171	656	0	1	2	1	2	1	3	2	99	10	-1	1	1140	-1	1	3.5	11	2	196	2	6	6	2	7	-1	-1	1	2	8	5	-1	5	4	7.5	10.5	7.5	450	630	450	0	1	2	10.35	14.35	11.85	621	861	711	1.85	2.35	2.35	111	141	141	1.85	2.85	3.35	111	171	201	4	1	3	159	159	159	480	340	400	1	0	0	0	0	1	2	1	2
84382	2515	246	351	19	20	15	6	7	6	16384	1	3	16384	1	11	1	16382	16382	6	2	0	4	360	300	-1	2	72	132	234	0	1	1	1	2	1	3	1	1	21	-1	2	-1	480	1	5	13	1	1601	1	7	4	2	5	-1	-1	6	8	1	8	-1	1	8	10.5	7.5	10.5	630	450	630	0	2	3	12.7	11.2	14.7	762	672	882	1.2	1.7	1.7	72	102	102	1.2	2.7	3.2	72	162	192	3	1	4	80	80	80	145	135	115	1	0	0	0	0	1	1	1	2
84390	2516	56	205	57	57	46	2	2	2	16388	5	1	16389	6	1	2	16382	16382	6	6	0	3	300	480	3	0	292	112	2130	0	1	2	1	2	1	3	1	4	3	-1	2	-1	720	1	3.5	1	1	1602	2	7	8	3	1	-1	-1	10	6	3	2	-1	4	5	10.5	7.5	10.5	630	450	630	0	1	1	12.3667	10.3667	13.3667	742	622	802	4.86667	5.36667	5.36667	292	322	322	4.86667	5.86667	5.86667	292	352	352	1	3	2	209	209	209	575	475	575	1	0	0	0	0	1	2	1	2
84426	2517	81	382	32	26	24	3	3	3	16395	5	1	16401	4	1	7	16382	16382	6	13	0	4	300	480	3	0	353	173	2394	0	1	2	1	2	2	3	1	4	6	-1	1	480	-1	2	3.5	14	1	700	1	6	7	3	3	-1	-1	9	5	7	5	-1	2	3	16.5	15	12	990	900	720	0	1	3	19.3833	18.8833	16.8833	1163	1133	1013	5.88333	6.38333	6.38333	353	383	383	5.88333	6.88333	7.88333	353	413	473	3	3	4	279	279	279	805	595	805	0	1	0	0	0	1	2	1	2
84446	2518	221	327	8	8	7	17	18	14	16521	5	0	16528	5	9	8	16382	16382	6	139	0	4	480	300	-3	2	309	489	2402	0	1	2	1	2	1	2	2	99	3	-1	1	480	-1	3	5	99	99	13	99	99	2	2	11	-1	-1	1	7	7	6	-1	5	4	12	6	13	720	360	780	0	3	1	20.15	16.15	22.15	1209	969	1329	5.15	5.65	5.65	309	339	339	5.15	7.15	6.15	309	429	369	1	2	4	306	306	306	555	645	675	1	0	0	0	1	0	2	1	2
84501	2519	90	312	28	18	14	50	26	20	16385	2	41	16389	6	27	5	16382	16382	6	3	0	4	300	300	0	1	75	75	215	0	1	2	1	2	1	3	2	99	10	-1	1	1140	-1	1	3.5	8	2	799	2	6	6	4	4	-1	-1	11	5	5	8	-1	5	6	10.5	18	18	630	1080	1080	0	2	2	11.75	20.75	20.75	705	1245	1245	1.25	1.75	1.75	75	105	105	1.25	2.75	2.75	75	165	165	2	4	2	107	107	107	230	270	325	1	0	0	0	0	1	2	1	2
84576	2520	95	17	28	18	14	3	3	3	16385	2	2	16389	6	2	5	16382	16382	6	3	0	1	300	480	3	0	337	157	2320	0	1	2	1	2	1	3	2	99	13	-1	1	900	-1	1	3.5	7	1	1603	12	7	4	6	10	-1	-1	8	1	6	3	-1	7	6	15	15	7.5	900	900	450	0	2	3	17.6167	19.1167	12.1167	1057	1147	727	5.61667	6.11667	6.11667	337	367	367	5.61667	7.11667	7.61667	337	427	457	1	2	1	195	195	195	585	440	415	1	0	0	0	0	1	2	1	2
84637	2521	123	383	21	21	16	45	45	36	16400	3	1	16403	6	1	4	16382	16382	6	18	0	4	480	480	0	1	81	81	417	0	1	2	1	2	1	2	2	99	3	-1	1	1140	-1	2	3.5	8	1	188	2	7	2	1	3	-1	-1	9	7	6	1	-1	1	2	18	18	13.5	1080	1080	810	0	3	2	19.35	21.35	16.35	1161	1281	981	1.35	1.85	1.85	81	111	111	1.35	3.35	2.85	81	201	171	1	1	2	74	74	74	110	110	120	1	0	0	0	1	0	2	1	2
84677	2522	256	384	30	30	22	19	20	15	16581	2	0	-1	-1	6	-1	16382	16382	6	199	0	4	300	360	1	0	75	15	295	0	1	2	1	2	1	2	1	1	99	-1	1	360	-1	2	3.5	8	1	1604	1	6	6	3	6	-1	-1	5	3	6	5	-1	7	1	10.5	9	15	630	540	900	0	1	1	10.75	10.25	16.25	645	615	975	1.25	1.75	1.75	75	105	105	1.25	2.25	2.25	75	135	135	2	1	4	96	96	96	195	185	195	1	0	0	0	1	0	2	1	2
84690	2523	141	53	39	39	31	14	15	12	16477	3	0	16482	1	0	6	16382	16382	6	95	0	1	360	300	-1	2	155	215	1060	0	1	2	1	2	1	2	2	99	2	-1	1	600	-1	3	3.5	10	2	1605	5	4	3	1	7	-1	-1	6	8	7	8	-1	3	3	8	9	14	480	540	840	0	4	1	11.5833	15.0833	18.5833	695	905	1115	2.58333	3.08333	3.08333	155	185	185	2.58333	5.08333	3.58333	155	305	215	2	2	2	119	119	119	190	210	190	1	0	0	0	1	0	2	1	2
84709	2524	12	167	2	2	2	12	12	10	16415	4	9	16417	6	11	3	16382	16382	6	33	0	3	480	360	-2	2	165	285	1231	0	1	4	3	0	1	3	1	4	2	-1	2	-1	870	1	3.5	4	2	1606	4	6	2	6	5	-1	-1	7	2	3	4	-1	7	3	14	9	10	840	540	600	0	1	4	18.75	14.75	17.25	1125	885	1035	2.75	3.25	3.25	165	195	195	2.75	3.75	5.25	165	225	315	4	2	4	207	207	207	315	345	345	1	0	0	0	0	1	4	3	0
84713	2525	1	48	42	43	34	0	0	0	16399	2	1	16403	6	1	5	16382	16382	6	17	0	1	300	300	0	1	181	181	1250	0	1	2	1	2	1	3	1	1	99	-1	1	-1	-1	-1	-1	-1	-1	9	-1	-1	6	7	6	-1	-1	1	8	6	5	-1	5	5	12	13	14	720	780	840	0	4	4	15.0167	18.5167	19.5167	901	1111	1171	3.01667	3.51667	3.51667	181	211	211	3.01667	5.51667	5.51667	181	331	331	1	4	1	123	123	123	215	195	225	1	0	0	0	0	1	2	1	2
84804	2526	143	124	45	45	36	52	52	41	16393	3	11	16396	6	11	4	16382	16397	0	-4	1	3	480	480	0	1	96	96	569	0	1	2	1	2	1	2	2	99	2	0	1	1170	-1	2	2	2	2	1607	99	3	3	6	5	-1	-1	1	3	8	2	-1	2	5	12	12	7.5	720	720	450	0	4	2	13.6	16.1	10.6	816	966	636	1.6	2.1	2.1	96	126	126	1.6	4.1	3.1	96	246	186	1	3	2	81	81	81	215	205	245	1	0	0	0	1	0	2	1	2
84861	2527	220	385	32	26	24	52	52	41	16426	1	1	16440	1	1	15	16382	16382	6	44	0	4	300	480	3	0	352	172	2426	0	1	2	1	2	1	3	2	99	4	-1	1	720	-1	1	5	10	2	1608	5	6	11	3	9	-1	-1	2	3	1	7	-1	1	2	13.5	15	18	810	900	1080	0	3	4	16.3667	19.8667	23.3667	982	1192	1402	5.86667	6.36667	6.36667	352	382	382	5.86667	7.86667	8.36667	352	472	502	3	1	4	238	238	238	375	360	430	1	0	0	0	0	1	2	1	2
85008	2528	176	14	16	16	13	3	3	3	16394	4	11	16396	6	11	3	16382	16400	3	-6	1	1	480	480	0	1	118	118	669	0	1	2	1	2	1	2	2	99	10	1	1	1230	-1	2	3	9	1	946	2	6	5	6	7	-1	-1	10	5	1	2	-1	7	6	18	16.5	18	1080	990	1080	0	4	4	19.9667	20.9667	22.4667	1198	1258	1348	1.96667	2.46667	2.46667	118	148	148	1.96667	4.46667	4.46667	118	268	268	4	1	2	99	99	99	180	220	180	1	0	0	0	1	0	2	1	2
85036	2529	232	34	16	16	13	0	0	0	16387	4	1	16390	0	1	4	16382	16382	6	5	0	1	480	300	-3	2	332	512	2696	0	1	2	1	2	2	1	1	4	7	-1	1	870	-1	1	3.5	6	2	83	2	6	4	4	9	-1	-1	7	2	6	3	-1	5	3	8	9	9	480	540	540	0	3	2	16.5333	19.5333	19.0333	992	1172	1142	5.53333	6.03333	6.03333	332	362	362	5.53333	7.53333	7.03333	332	452	422	2	3	4	304	304	304	1005	915	960	0	1	0	1	0	0	2	1	2
85038	2530	44	3	6	7	6	5	5	5	16388	5	1	16390	0	1	3	16382	16382	6	6	0	1	300	480	3	0	258	78	1760	0	1	2	1	2	2	3	2	99	4	-1	0	-1	-1	1	3.5	8	2	13	2	7	4	6	1	-1	-1	2	7	5	1	-1	8	7	16.5	7.5	9	990	450	540	0	4	2	17.8	11.3	11.8	1068	678	708	4.3	4.8	4.8	258	288	288	4.3	6.8	5.8	258	408	348	3	4	3	125	125	125	170	190	220	0	1	0	0	0	1	2	1	2
85041	2531	33	386	3	3	3	79	79	68	16388	5	11	16390	0	1	3	16382	16382	6	6	0	3	480	300	-3	2	249	429	1959	0	1	2	1	2	1	2	2	99	99	-1	1	1140	-1	1	3.5	10	1	13	2	9	4	11	6	-1	-1	1	1	8	2	-1	8	1	7	10	8	420	600	480	0	3	2	14.15	19.15	16.65	849	1149	999	4.15	4.65	4.65	249	279	279	4.15	6.15	5.65	249	369	339	1	1	2	225	225	225	390	290	305	1	0	0	0	1	0	2	1	2
85086	2532	152	312	28	18	14	50	26	20	16408	4	13	16410	6	19	3	16382	16382	6	26	0	4	300	300	0	1	75	75	215	0	1	2	1	2	1	2	1	3	10	-1	1	1020	-1	1	6	99	2	13	1	99	4	1	2	-1	-1	7	5	3	5	-1	1	4	15	9	10.5	900	540	630	0	4	1	16.25	12.75	12.75	975	765	765	1.25	1.75	1.75	75	105	105	1.25	3.75	2.25	75	225	135	4	1	3	107	107	107	245	310	255	1	0	0	0	1	0	2	1	2
85191	2533	188	68	32	26	24	51	51	40	16398	1	1	16403	6	1	6	16382	16382	6	16	0	1	300	300	0	1	117	117	537	0	1	2	1	2	2	3	2	99	5	-1	1	420	-1	1	3.5	6	1	1609	2	6	5	1	6	-1	-1	7	1	5	6	-1	1	4	18	12	9	1080	720	540	0	2	2	19.95	15.45	12.45	1197	927	747	1.95	2.45	2.45	117	147	147	1.95	3.45	3.45	117	207	207	1	2	4	227	227	227	545	435	545	0	1	0	0	0	1	2	1	2
85233	2534	142	283	2	2	2	45	45	36	16422	4	9	16452	6	30	31	16382	16382	6	40	0	3	480	480	0	1	71	71	308	0	1	2	1	2	1	2	2	99	8	-1	1	1005	-1	1	6	14	1	500	1	7	5	6	7	-1	-1	11	8	2	6	-1	3	1	13.5	7.5	13.5	810	450	810	0	2	1	14.6833	10.1833	15.6833	881	611	941	1.18333	1.68333	1.68333	71	101	101	1.18333	2.68333	2.18333	71	161	131	3	2	3	66	66	66	165	145	200	1	0	0	0	1	0	2	1	2
85244	2535	110	204	37	37	29	16	16	13	16405	1	20	16406	2	19	2	16382	16382	6	23	0	3	300	480	3	0	362	182	2578	0	1	1	2	0	2	3	2	99	21	-1	1	960	-1	1	3.5	12	1	1610	1	6	10	6	7	-1	-1	1	1	1	1	-1	4	6	12	8	9	720	480	540	0	3	3	15.0333	13.0333	14.0333	902	782	842	6.03333	6.53333	6.53333	362	392	392	6.03333	8.03333	8.03333	362	482	482	2	3	1	196	196	196	310	280	325	0	1	0	0	0	1	1	2	0
85362	2536	75	94	25	26	20	16	16	13	16649	0	2	16658	2	2	10	16382	16382	6	267	0	2	300	480	3	0	369	189	2567	0	1	2	1	2	1	3	2	99	4	-1	1	-1	-1	2	99	99	99	13	99	99	9	11	2	-1	-1	4	6	5	8	-1	5	6	13	13	13	780	780	780	0	4	3	16.15	18.65	18.15	969	1119	1089	6.15	6.65	6.65	369	399	399	6.15	8.65	8.15	369	519	489	1	3	3	265	265	265	640	610	610	1	0	0	0	0	1	2	1	2
85368	2537	24	304	32	26	24	2	2	2	16426	1	1	16433	1	1	8	16382	16382	6	44	0	4	300	480	3	0	348	168	2448	0	1	2	1	2	1	3	1	4	21	-1	1	660	-1	2	6	14	1	1555	1	6	5	3	1	-1	-1	5	8	3	1	-1	7	5	9	18	18	540	1080	1080	0	2	2	11.8	22.3	22.3	708	1338	1338	5.8	6.3	6.3	348	378	378	5.8	7.3	7.3	348	438	438	3	1	1	233	233	233	840	805	630	1	0	0	0	0	1	2	1	2
85448	2538	140	127	16	16	13	57	57	46	16387	4	11	16390	0	3	4	16382	16382	6	5	0	3	480	300	-3	2	283	463	2247	0	1	2	1	0	1	2	2	99	15	-1	1	1410	-1	99	99	99	99	13	99	99	6	2	7	-1	-1	1	4	3	3	-1	1	7	8	11	12	480	660	720	0	3	3	15.7167	20.7167	21.7167	943	1243	1303	4.71667	5.21667	5.21667	283	313	313	4.71667	6.71667	6.71667	283	403	403	3	2	2	238	238	238	455	525	550	1	0	0	0	1	0	2	1	0
85452	2539	241	387	77	77	66	21	21	16	16400	3	17	16405	1	17	6	16382	16382	6	18	0	3	300	480	3	0	304	124	2122	0	1	2	1	2	1	3	1	4	99	-1	2	-1	720	-1	-1	-1	-1	9	-1	-1	6	8	7	-1	-1	5	1	8	5	-1	7	2	12	13.5	12	720	810	720	0	4	3	14.0667	18.0667	16.0667	844	1084	964	5.06667	5.56667	5.56667	304	334	334	5.06667	7.56667	7.06667	304	454	424	3	4	2	191	191	191	635	660	690	1	0	0	0	0	1	2	1	2
85468	2540	168	106	12	12	10	36	36	28	16426	1	1	16432	0	1	7	16382	16382	6	44	0	1	360	300	-1	2	170	230	1102	0	1	2	1	2	1	2	0	99	2	-1	1	720	-1	5	3.5	99	2	1611	2	99	2	5	7	-1	-1	4	4	7	5	-1	8	6	12	9	11	720	540	660	0	2	3	15.8333	14.3333	16.8333	950	860	1010	2.83333	3.33333	3.33333	170	200	200	2.83333	4.33333	4.83333	170	260	290	3	1	4	184	184	184	290	280	280	1	0	0	0	1	0	2	1	2
85509	2541	116	57	12	12	10	47	47	38	16384	1	2	16385	2	2	2	16382	16382	6	2	0	1	360	360	0	1	60	60	232	0	1	1	2	0	2	3	2	99	21	-1	2	-1	525	1	3.5	14	1	1612	1	7	7	6	10	-1	-1	1	8	4	8	-1	2	1	13.5	13.5	12	810	810	720	0	3	1	14.5	16.5	14	870	990	840	1	1.5	1.5	60	90	90	1	3	2	60	180	120	4	3	3	70	70	70	90	130	125	0	1	0	0	0	1	1	2	0
85528	2542	1	67	12	12	10	37	37	29	16426	1	20	16433	1	41	8	16382	16382	6	44	0	1	360	300	-1	2	168	228	1099	0	1	2	1	2	2	3	1	4	10	-1	2	-1	1020	1	7	9	2	1613	2	2	6	7	6	-1	-1	1	8	6	5	-1	5	5	12	13	14	720	780	840	0	4	4	15.8	19.3	20.3	948	1158	1218	2.8	3.3	3.3	168	198	198	2.8	5.3	5.3	168	318	318	1	4	1	161	161	161	280	255	290	0	1	0	0	0	1	2	1	2
85530	2543	121	80	2	2	2	9	9	8	16394	4	1	16405	1	1	12	16382	16382	6	12	0	2	480	300	-3	2	259	439	1940	0	1	4	1	2	1	2	1	4	8	-1	2	-1	480	1	1	1	1	1614	1	1	6	2	7	-1	-1	1	2	8	5	-1	5	4	6	8	6	360	480	360	0	1	2	13.3167	16.3167	14.8167	799	979	889	4.31667	4.81667	4.81667	259	289	289	4.31667	5.31667	5.81667	259	319	349	4	1	3	222	222	222	670	475	555	1	0	0	0	1	0	4	1	2
85564	2544	30	11	3	3	3	23	23	18	16430	5	3	16431	6	1	2	16382	16382	6	48	0	1	480	480	0	1	55	55	222	0	1	2	1	2	1	3	1	1	2	-1	1	420	-1	1	5	10	2	971	1	5	7	2	5	-1	-1	7	1	2	3	-1	6	2	16.5	9	13.5	990	540	810	0	3	1	17.4167	11.9167	15.4167	1045	715	925	0.916667	1.41667	1.41667	55	85	85	0.916667	2.91667	1.91667	55	175	115	2	4	2	61	61	61	130	155	155	1	0	0	0	0	1	2	1	2
85621	2545	101	175	24	24	19	2	2	2	16428	3	1	16438	6	1	11	16382	16396	6	32	1	3	300	480	3	0	320	140	2395	0	1	2	1	2	2	1	1	4	3	0	2	-1	840	4	4	99	2	421	2	7	6	1	8	-1	-1	2	5	3	2	-1	4	5	16.5	9	12	990	540	720	0	3	4	18.8333	13.3333	16.8333	1130	800	1010	5.33333	5.83333	5.83333	320	350	350	5.33333	7.33333	7.83333	320	440	470	2	4	3	226	226	226	430	385	385	0	1	0	1	0	0	2	1	2
85672	2546	131	219	0	0	0	29	29	21	16428	3	1	16433	1	1	6	16382	16382	6	46	0	3	300	300	0	1	94	94	369	0	1	2	1	2	3	2	2	99	9	-1	1	570	-1	2	3.5	10	1	1615	1	6	3	7	2	-1	-1	8	5	2	1	-1	8	3	12	13.5	12	720	810	720	0	3	1	13.5667	17.0667	14.5667	814	1024	874	1.56667	2.06667	2.06667	94	124	124	1.56667	3.56667	2.56667	94	214	154	1	2	4	117	117	117	285	225	235	0	0	1	0	1	0	2	1	2
85797	2547	212	86	3	3	3	9	9	8	16420	2	1	16441	2	1	22	16382	16382	6	38	0	2	480	300	-3	2	278	458	2175	0	1	2	1	2	1	3	2	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	6	4	2	-1	-1	6	2	6	6	-1	2	7	10	9	8	600	540	480	0	4	3	17.6333	19.1333	17.6333	1058	1148	1058	4.63333	5.13333	5.13333	278	308	308	4.63333	7.13333	6.63333	278	428	398	4	2	4	237	237	237	410	320	395	1	0	0	0	0	1	2	1	2
85855	2548	136	347	8	8	7	25	26	20	16383	0	37	16385	2	13	3	16382	16382	6	1	0	4	480	300	-3	2	325	505	2568	0	1	4	2	0	1	3	2	99	10	-1	1	1350	-1	1	3.5	7	1	946	1	7	1	7	5	-1	-1	2	7	7	2	-1	7	8	8	9	10	480	540	600	0	3	3	16.4167	19.4167	20.4167	985	1165	1225	5.41667	5.91667	5.91667	325	355	355	5.41667	7.41667	7.41667	325	445	445	2	3	1	175	175	175	315	225	315	1	0	0	0	0	1	4	2	0
85873	2549	88	233	47	47	38	9	9	8	16399	2	1	16404	0	1	6	16382	16382	6	17	0	3	360	300	-1	2	115	175	695	0	1	2	1	2	2	1	1	1	8	-1	1	450	-1	2	3.5	7	1	1616	2	7	1	7	6	-1	-1	10	1	4	7	-1	8	3	13.5	18	15	810	1080	900	0	1	2	16.4167	21.9167	19.4167	985	1315	1165	1.91667	2.41667	2.41667	115	145	145	1.91667	2.91667	3.41667	115	175	205	4	1	3	117	117	117	265	340	325	0	1	0	1	0	0	2	1	2
85907	2550	101	7	16	16	13	17	18	14	16399	2	2	16403	6	2	5	16382	16382	6	17	0	1	480	300	-3	2	299	479	2436	0	1	2	1	2	3	2	2	99	15	-1	1	870	-1	99	99	99	99	13	99	99	6	1	8	-1	-1	2	5	3	2	-1	4	5	12	7	9	720	420	540	0	3	4	19.9833	16.9833	19.4833	1199	1019	1169	4.98333	5.48333	5.48333	299	329	329	4.98333	6.98333	7.48333	299	419	449	2	4	3	385	385	385	735	655	655	0	0	1	0	1	0	2	1	2
85961	2551	126	32	2	2	2	29	29	21	16422	4	1	16433	1	1	12	16382	16382	6	40	0	1	480	300	-3	2	290	470	2322	0	1	2	1	2	1	2	1	4	4	-1	2	-1	1140	1	3.5	5	1	359	2	7	6	5	10	-1	-1	4	3	8	6	-1	8	6	13	6	12	780	360	720	0	4	4	20.8333	16.3333	22.3333	1250	980	1340	4.83333	5.33333	5.33333	290	320	320	4.83333	7.33333	7.33333	290	440	440	2	2	3	170	170	170	565	615	565	1	0	0	0	1	0	2	1	2
85999	2552	155	75	2	2	2	6	7	6	16399	2	1	16403	6	1	5	16383	16383	0	16	0	2	480	300	-3	2	263	443	1989	0	1	2	1	2	3	2	2	99	99	-1	2	-1	900	1	3.5	7	1	1351	2	6	9	1	5	-1	-1	3	2	6	5	-1	7	1	12	6	7	720	360	420	0	3	4	19.3833	15.3833	16.8833	1163	923	1013	4.38333	4.88333	4.88333	263	293	293	4.38333	6.38333	6.88333	263	383	413	1	2	1	181	181	181	480	545	410	0	0	1	0	1	0	2	1	2
86002	2553	256	36	16	16	13	12	12	10	16434	2	1	16441	2	1	8	16383	16383	0	51	0	1	480	360	-2	2	209	329	1482	0	1	2	1	2	1	3	2	99	99	-1	1	660	-1	1	2	2	99	5	4	3	6	3	6	-1	-1	5	3	6	5	-1	7	1	9	8	12	540	480	720	0	1	1	14.4833	14.4833	18.4833	869	869	1109	3.48333	3.98333	3.98333	209	239	239	3.48333	4.48333	4.48333	209	269	269	2	1	4	258	258	258	520	495	520	1	0	0	0	0	1	2	1	2
86198	2554	251	344	17	18	14	2	2	2	16404	0	1	16408	4	1	5	16383	16383	0	21	0	4	300	480	3	0	321	141	2282	0	1	1	2	0	1	2	2	99	12	-1	1	600	-1	1	3.5	10	2	1191	1	7	3	8	8	-1	-1	7	6	5	1	-1	2	8	15	16.5	18	900	990	1080	0	3	2	17.35	20.85	21.85	1041	1251	1311	5.35	5.85	5.85	321	351	351	5.35	7.35	6.85	321	441	411	3	2	3	303	303	303	760	645	760	1	0	0	0	1	0	1	2	0
86214	2555	175	357	35	35	27	50	26	20	16435	3	1	16438	6	1	4	16383	16383	0	52	0	4	300	300	0	1	159	159	1012	0	1	2	1	2	2	3	2	99	6	-1	2	-1	720	5	3.5	3	2	973	2	7	1	4	4	-1	-1	1	1	5	5	-1	6	6	9	7.5	10.5	540	450	630	0	1	1	11.65	11.15	14.15	699	669	849	2.65	3.15	3.15	159	189	189	2.65	3.65	3.65	159	219	219	4	2	1	105	105	105	300	270	335	0	1	0	0	0	1	2	1	2
86347	2556	242	183	3	3	3	22	22	17	16387	4	1	16390	0	1	4	16383	16383	0	4	0	3	480	420	-1	2	145	205	1022	0	1	2	1	2	1	3	2	99	5	-1	2	-1	1080	1	3.5	5	2	642	4	6	7	7	3	-1	-1	7	3	5	3	-1	6	1	14	11	13	840	660	780	0	2	3	17.4167	15.9167	18.4167	1045	955	1105	2.41667	2.91667	2.91667	145	175	175	2.41667	3.91667	4.41667	145	235	265	3	1	4	184	184	184	250	335	335	1	0	0	0	0	1	2	1	2
86415	2557	172	225	9	9	8	24	24	19	16427	2	2	16433	1	2	7	16383	16383	0	44	0	3	300	300	0	1	115	115	665	0	1	2	1	2	1	3	2	99	10	-1	2	-1	660	2	3.5	10	2	1617	6	6	5	5	5	-1	-1	2	8	4	7	-1	8	3	15	16.5	9	900	990	540	0	3	3	16.9167	20.4167	12.9167	1015	1225	775	1.91667	2.41667	2.41667	115	145	145	1.91667	3.91667	3.91667	115	235	235	3	2	2	112	112	112	260	225	195	1	0	0	0	0	1	2	1	2
86432	2558	17	15	16	16	13	25	26	20	16413	2	21	16425	0	11	13	16383	16383	0	30	0	1	480	300	-3	2	320	500	2567	0	1	1	2	0	2	3	2	99	8	-1	1	1320	-1	1	5	10	1	66	1	9	1	5	1	-1	-1	5	8	2	5	-1	4	7	12	9	12	720	540	720	0	1	2	20.3333	18.3333	21.8333	1220	1100	1310	5.33333	5.83333	5.83333	320	350	350	5.33333	6.33333	6.83333	320	380	410	2	2	2	338	338	338	460	485	535	0	1	0	0	0	1	1	2	0
86478	2559	84	165	30	30	22	5	5	5	16421	3	11	16424	6	11	4	16383	16397	0	24	1	3	300	480	3	0	245	65	1765	0	1	2	1	2	3	2	2	99	6	2	2	-1	570	2	4	12	1	1618	2	6	7	1	4	-1	-1	3	7	1	6	-1	7	1	7.5	10.5	10.5	450	630	630	0	1	3	8.58333	12.5833	13.5833	515	755	815	4.08333	4.58333	4.58333	245	275	275	4.08333	5.08333	6.08333	245	305	365	4	1	2	97	97	97	215	195	165	0	0	1	0	1	0	2	1	2
86536	2560	229	208	35	35	27	0	0	0	16416	5	1	16419	1	1	4	16383	16383	0	33	0	3	300	300	0	1	169	169	1185	0	1	2	1	2	1	2	2	99	4	-1	2	-1	810	3	3.5	4	2	1619	99	3	5	3	1	-1	-1	2	5	8	4	-1	3	3	16.5	9	13.5	990	540	810	0	4	3	19.3167	14.3167	18.3167	1159	859	1099	2.81667	3.31667	3.31667	169	199	199	2.81667	5.31667	4.81667	169	319	289	4	2	4	111	111	111	160	200	200	1	0	0	0	1	0	2	1	2
86553	2561	252	124	45	45	36	52	52	41	16395	5	1	16402	5	1	8	16383	16383	0	12	0	3	480	480	0	1	96	96	569	0	1	2	1	2	1	3	2	99	2	-1	1	780	-1	2	3.5	9	2	13	2	6	3	1	3	-1	-1	1	2	6	2	-1	8	2	15	7.5	15	900	450	900	0	4	1	16.6	11.6	17.6	996	696	1056	1.6	2.1	2.1	96	126	126	1.6	4.1	2.6	96	246	156	3	3	1	81	81	81	140	180	195	1	0	0	0	0	1	2	1	2
86692	2562	215	357	35	35	27	50	26	20	16399	2	25	16401	4	13	3	16383	16383	0	16	0	4	300	300	0	1	159	159	1012	0	1	2	1	2	1	2	2	99	7	-1	1	900	-1	4	3.5	10	2	1620	2	2	2	3	2	-1	-1	5	2	2	2	-1	3	6	16.5	13.5	9	990	810	540	0	1	3	19.15	17.15	13.65	1149	1029	819	2.65	3.15	3.15	159	189	189	2.65	3.65	4.65	159	219	279	4	1	2	105	105	105	255	255	225	1	0	0	0	1	0	2	1	2
86717	2563	34	269	29	29	21	45	45	36	16391	1	1	16394	4	1	4	16383	16383	0	8	0	3	300	480	3	0	343	163	2431	0	1	1	2	0	3	1	2	99	21	-1	2	-1	630	1	3.5	10	1	525	4	6	1	2	7	-1	-1	10	7	8	8	-1	6	4	16.5	13.5	9	990	810	540	0	2	1	19.2167	17.7167	12.7167	1153	1063	763	5.71667	6.21667	6.21667	343	373	373	5.71667	7.21667	6.71667	343	433	403	2	3	4	164	164	164	545	495	420	0	0	1	1	0	0	1	2	0
